occ_code,occ_title,total_employment,employment_prse,mean_wage_prse,mean_annual,mean_annual_topcoded,median_annual,median_annual_topcoded,pct10_annual,pct25_annual,pct75_annual,pct90_annual,year
25-1061,"Anthropology and Archeology Teachers, Postsecondary",5030,1.3,0.6,103640.0,False,93650.0,False,51980.0,67770.0,126060.0,172180.0,2023
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",11570,1.1,0.5,100390.0,False,86030.0,False,51590.0,65390.0,111650.0,169680.0,2023
25-1063,"Economics Teachers, Postsecondary",12210,1.4,0.7,133650.0,False,115300.0,False,58060.0,82110.0,168240.0,221170.0,2023
25-1064,"Geography Teachers, Postsecondary",3480,1.1,1.6,97660.0,False,85600.0,False,50870.0,66610.0,109120.0,155010.0,2023
25-1065,"Political Science Teachers, Postsecondary",17090,0.6,0.4,104910.0,False,93810.0,False,51610.0,66330.0,127940.0,172910.0,2023
25-1066,"Psychology Teachers, Postsecondary",40610,1.2,0.5,93990.0,False,82140.0,False,49790.0,62980.0,106610.0,151890.0,2023
25-1067,"Sociology Teachers, Postsecondary",12870,1.6,0.5,97580.0,False,82670.0,False,49900.0,64320.0,109450.0,169920.0,2023
25-1069,"Social Sciences Teachers, Postsecondary, All Other",16900,0.8,0.5,91710.0,False,77750.0,False,43890.0,59310.0,106540.0,170180.0,2023
25-1071,"Health Specialties Teachers, Postsecondary",225360,0.3,0.6,134440.0,False,105650.0,False,52300.0,69140.0,172990.0,,2023
25-1072,"Nursing Instructors and Teachers, Postsecondary",72700,0.7,0.5,86530.0,False,80780.0,False,49120.0,63050.0,103370.0,130320.0,2023
25-1081,"Education Teachers, Postsecondary",60860,0.8,0.5,80750.0,False,73240.0,False,39670.0,52740.0,98130.0,130000.0,2023
25-1082,"Library Science Teachers, Postsecondary",4220,1.8,0.7,88190.0,False,80310.0,False,53660.0,64430.0,101750.0,131310.0,2023
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13390,1.1,0.7,83470.0,False,69030.0,False,46320.0,56020.0,102110.0,134580.0,2023
25-1112,"Law Teachers, Postsecondary",14570,1.6,0.7,142440.0,False,127360.0,False,51810.0,77860.0,179700.0,,2023
25-1113,"Social Work Teachers, Postsecondary",11730,1.1,1.0,80840.0,False,75020.0,False,46790.0,53640.0,96670.0,127760.0,2023
25-1121,"Art, Drama, and Music Teachers, Postsecondary",101500,0.7,0.6,100840.0,False,80360.0,False,47570.0,61970.0,110120.0,178670.0,2023
25-1122,"Communications Teachers, Postsecondary",28520,0.7,0.6,90950.0,False,79910.0,False,48060.0,61410.0,104810.0,160060.0,2023
25-1123,"English Language and Literature Teachers, Postsecondary",57600,0.3,0.4,87090.0,False,78130.0,False,48090.0,60050.0,102980.0,137100.0,2023
25-1124,"Foreign Language and Literature Teachers, Postsecondary",20820,0.7,0.5,88490.0,False,78760.0,False,48230.0,61530.0,103340.0,136260.0,2023
25-1125,"History Teachers, Postsecondary",20610,0.9,0.5,93120.0,False,82140.0,False,48760.0,63650.0,106840.0,141840.0,2023
25-1126,"Philosophy and Religion Teachers, Postsecondary",20320,1.1,0.6,89680.0,False,79930.0,False,48450.0,61830.0,103340.0,137310.0,2023
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2660,0.9,0.9,89630.0,False,78410.0,False,48410.0,59170.0,105280.0,146020.0,2023
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",13270,1.3,0.6,87340.0,False,75770.0,False,44400.0,58540.0,101780.0,148610.0,2023
25-1194,"Career/Technical Education Teachers, Postsecondary",111180,1.4,0.8,68300.0,False,62060.0,False,39120.0,48890.0,80200.0,105200.0,2023
25-1199,"Postsecondary Teachers, All Other",166980,0.8,0.5,96570.0,False,79870.0,False,45930.0,59260.0,120620.0,177050.0,2023
25-2011,"Preschool Teachers, Except Special Education",430240,1.1,0.7,41410.0,False,37130.0,False,28200.0,30810.0,46500.0,60900.0,2023
25-2012,"Kindergarten Teachers, Except Special Education",118580,1.2,0.6,67790.0,False,62690.0,False,45650.0,50970.0,78950.0,100390.0,2023
25-2021,"Elementary School Teachers, Except Special Education",1410070,0.6,0.5,70740.0,False,63680.0,False,46960.0,51260.0,81480.0,104440.0,2023
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",626690,1.5,0.7,71460.0,False,64290.0,False,47490.0,52040.0,82120.0,104410.0,2023
25-2023,"Career/Technical Education Teachers, Middle School",12210,3.3,1.2,69020.0,False,63860.0,False,47360.0,54620.0,78680.0,99080.0,2023
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1045170,0.8,0.5,73800.0,False,65220.0,False,48040.0,54290.0,83340.0,106380.0,2023
25-2032,"Career/Technical Education Teachers, Secondary School",90070,1.6,0.5,70810.0,False,65130.0,False,49420.0,57530.0,81000.0,100380.0,2023
25-2051,"Special Education Teachers, Preschool",24850,4.7,2.6,76420.0,False,65270.0,False,41250.0,51240.0,89440.0,135170.0,2023
25-2052,"Special Education Teachers, Kindergarten and Elementary School",212850,1.1,0.5,71770.0,False,64910.0,False,47710.0,54360.0,81990.0,103430.0,2023
25-2057,"Special Education Teachers, Middle School",88850,2.2,0.9,73630.0,False,66600.0,False,48140.0,57600.0,84040.0,105320.0,2023
25-2058,"Special Education Teachers, Secondary School",158150,1.2,0.6,74670.0,False,66620.0,False,47950.0,56820.0,84400.0,107230.0,2023
25-2059,"Special Education Teachers, All Other",43700,3.3,1.5,76000.0,False,67190.0,False,43530.0,53780.0,91050.0,114360.0,2023
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36890,1.6,0.6,65430.0,False,60560.0,False,39710.0,48580.0,78230.0,97980.0,2023
25-3021,Self-Enrichment Teachers,272110,1.1,1.2,52890.0,False,45330.0,False,28600.0,34820.0,62220.0,85980.0,2023
25-3031,"Substitute Teachers, Short-Term",444530,1.2,1.3,43570.0,False,37380.0,False,24420.0,29880.0,48590.0,63140.0,2023
25-3041,Tutors,162300,1.6,1.0,48580.0,False,39580.0,False,27710.0,32800.0,55620.0,80440.0,2023
25-3099,"Teachers and Instructors, All Other",118290,2.3,0.8,70340.0,False,64390.0,False,32740.0,46600.0,84380.0,108380.0,2023
25-4011,Archivists,7150,2.7,1.0,65700.0,False,59910.0,False,37720.0,46450.0,79190.0,103000.0,2023
25-4012,Curators,12510,1.6,2.5,70870.0,False,61750.0,False,38000.0,48080.0,81950.0,107860.0,2023
25-4013,Museum Technicians and Conservators,12670,2.1,1.0,54890.0,False,48670.0,False,30730.0,37580.0,65020.0,84400.0,2023
25-4022,Librarians and Media Collections Specialists,133760,0.7,0.5,68570.0,False,64370.0,False,38690.0,50930.0,80980.0,101970.0,2023
25-4031,Library Technicians,76670,1.5,0.5,42570.0,False,39310.0,False,27040.0,32240.0,49860.0,61620.0,2023
25-9021,Farm and Home Management Educators,8110,4.4,2.4,61430.0,False,59770.0,False,36710.0,46080.0,75310.0,84770.0,2023
25-9031,Instructional Coordinators,207270,0.9,0.7,77200.0,False,74620.0,False,46540.0,59190.0,92230.0,109500.0,2023
25-9044,"Teaching Assistants, Postsecondary",145960,0.4,0.5,47030.0,False,43750.0,False,29540.0,33000.0,60450.0,73450.0,2023
25-9045,"Teaching Assistants, Except Postsecondary",1337320,0.6,0.4,36430.0,False,35550.0,False,24200.0,29500.0,40720.0,48870.0,2023
25-9099,"Educational Instruction and Library Workers, All Other",113490,1.5,0.6,54910.0,False,49800.0,False,25090.0,33640.0,66270.0,86660.0,2023
27-1011,Art Directors,51200,2.0,1.4,125920.0,False,106500.0,False,60440.0,78970.0,155680.0,209800.0,2023
27-1012,Craft Artists,5830,7.1,3.4,43610.0,False,36600.0,False,21010.0,29120.0,49010.0,67980.0,2023
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",10910,8.2,7.1,71420.0,False,59300.0,False,28390.0,38160.0,88690.0,135420.0,2023
27-1014,Special Effects Artists and Animators,29940,5.8,1.7,109630.0,False,99060.0,False,57090.0,71570.0,133400.0,169580.0,2023
27-1019,"Artists and Related Workers, All Other",7420,5.8,2.6,78890.0,False,74750.0,False,31310.0,41830.0,108590.0,128270.0,2023
27-1021,Commercial and Industrial Designers,30810,3.6,1.2,81870.0,False,76250.0,False,46530.0,59170.0,99290.0,126010.0,2023
27-1022,Fashion Designers,19940,5.1,10.4,97030.0,False,79290.0,False,37090.0,58440.0,107260.0,160850.0,2023
27-1023,Floral Designers,43350,1.8,0.7,35500.0,False,34690.0,False,24960.0,29120.0,38940.0,46650.0,2023
27-1024,Graphic Designers,212720,0.7,0.9,64700.0,False,58910.0,False,36420.0,45560.0,77570.0,100450.0,2023
27-1025,Interior Designers,67760,2.2,0.9,68530.0,False,62510.0,False,37730.0,47990.0,79580.0,101860.0,2023
27-1026,Merchandise Displayers and Window Trimmers,175790,1.7,0.7,39040.0,False,36230.0,False,29280.0,31440.0,42280.0,51230.0,2023
27-1027,Set and Exhibit Designers,10090,4.0,2.6,67170.0,False,59490.0,False,32240.0,42980.0,82620.0,113740.0,2023
27-1029,"Designers, All Other",9880,4.6,2.0,75960.0,False,67500.0,False,36160.0,46450.0,91740.0,125730.0,2023
27-2011,Actors,62560,11.2,6.4,,False,,False,,,,,2023
27-2012,Producers and Directors,154470,1.3,3.9,107170.0,False,82510.0,False,42040.0,58540.0,128040.0,174540.0,2023
27-2021,Athletes and Sports Competitors,14930,6.4,10.5,328830.0,False,70280.0,False,27730.0,38040.0,201140.0,,2023
27-2022,Coaches and Scouts,238980,1.5,0.9,58700.0,False,45910.0,False,27040.0,32440.0,62070.0,95620.0,2023
27-2023,"Umpires, Referees, and Other Sports Officials",14840,4.1,4.1,44860.0,False,35820.0,False,22950.0,29140.0,47690.0,63410.0,2023
27-2031,Dancers,11510,13.3,4.9,,False,,False,,,,,2023
27-2032,Choreographers,4190,13.2,3.3,59090.0,False,52000.0,False,30040.0,37440.0,77330.0,91140.0,2023
27-2041,Music Directors and Composers,10770,12.5,8.2,87840.0,False,62590.0,False,34240.0,46910.0,101690.0,173810.0,2023
27-2042,Musicians and Singers,35520,2.8,2.6,,False,,False,,,,,2023
27-2091,"Disc Jockeys, Except Radio",7190,10.6,10.4,,False,,False,,,,,2023
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",14720,8.9,10.9,,False,,False,,,,,2023
27-3011,Broadcast Announcers and Radio Disc Jockeys,25070,2.3,2.3,86950.0,False,44890.0,False,24400.0,30920.0,66070.0,127560.0,2023
27-3023,"News Analysts, Reporters, and Journalists",45020,2.2,1.8,101430.0,False,57500.0,False,31550.0,38160.0,91890.0,160360.0,2023
27-3031,Public Relations Specialists,275550,1.5,0.9,77720.0,False,66750.0,False,38570.0,50280.0,92290.0,126220.0,2023
27-3041,Editors,95700,1.8,1.6,85110.0,False,75020.0,False,38790.0,51810.0,101100.0,138920.0,2023
27-3042,Technical Writers,47970,2.5,1.3,86620.0,False,80050.0,False,48630.0,62060.0,102260.0,129440.0,2023
27-3043,Writers and Authors,49450,8.2,1.8,87590.0,False,73690.0,False,40900.0,52660.0,100990.0,148240.0,2023
27-3091,Interpreters and Translators,51560,2.7,1.5,63080.0,False,57090.0,False,35410.0,44810.0,76960.0,97100.0,2023
27-3092,Court Reporters and Simultaneous Captioners,12390,3.7,1.4,71040.0,False,63940.0,False,35890.0,46150.0,86690.0,126440.0,2023
27-3099,"Media and Communication Workers, All Other",23230,9.2,2.6,87140.0,False,61900.0,False,36880.0,49980.0,85310.0,136000.0,2023
27-4011,Audio and Video Technicians,66700,2.7,1.0,59260.0,False,51640.0,False,33790.0,41440.0,69980.0,95640.0,2023
27-4012,Broadcast Technicians,26190,3.2,2.0,71600.0,False,57690.0,False,28080.0,36770.0,96710.0,125410.0,2023
27-4014,Sound Engineering Technicians,14600,7.4,3.0,74100.0,False,59430.0,False,36160.0,45820.0,94550.0,132940.0,2023
27-4015,Lighting Technicians,9520,9.7,2.3,73250.0,False,62240.0,False,37680.0,47470.0,82980.0,126590.0,2023
27-4021,Photographers,53630,1.8,2.1,53380.0,False,40760.0,False,28510.0,32240.0,62480.0,95740.0,2023
27-4031,"Camera Operators, Television, Video, and Film",23940,4.9,1.8,71890.0,False,61800.0,False,34420.0,44000.0,93870.0,120740.0,2023
27-4032,Film and Video Editors,29240,3.7,1.5,83470.0,False,66600.0,False,38990.0,48920.0,101910.0,154480.0,2023
27-4099,"Media and Communication Equipment Workers, All Other",11430,3.9,2.0,75860.0,False,71340.0,False,30110.0,45440.0,103020.0,128020.0,2023
29-1011,Chiropractors,41480,6.9,3.0,89760.0,False,76530.0,False,39960.0,57980.0,101930.0,142580.0,2023
29-1021,"Dentists, General",121640,1.9,1.4,191750.0,False,166300.0,False,80820.0,123670.0,218030.0,,2023
29-1022,Oral and Maxillofacial Surgeons,4160,7.0,5.7,334310.0,False,,True,88060.0,212300.0,,,2023
29-1023,Orthodontists,6400,16.1,9.0,243620.0,False,,True,89980.0,132000.0,,,2023
29-1024,Prosthodontists,570,33.4,9.4,240750.0,False,234000.0,False,93600.0,176800.0,,,2023
29-1029,"Dentists, All Other Specialists",5920,10.9,4.7,244470.0,False,227690.0,False,107330.0,188860.0,,,2023
29-1031,Dietitians and Nutritionists,73860,1.9,1.2,71280.0,False,69680.0,False,44910.0,58290.0,81860.0,98830.0,2023
29-1041,Optometrists,41390,1.7,1.4,143000.0,False,131860.0,False,64980.0,101650.0,162070.0,204100.0,2023
29-1051,Pharmacists,331700,0.6,0.3,134790.0,False,136030.0,False,89980.0,125860.0,155550.0,168650.0,2023
29-1071,Physician Assistants,145740,1.7,0.4,130490.0,False,130020.0,False,86280.0,108100.0,151720.0,170790.0,2023
29-1081,Podiatrists,9470,5.7,5.6,162520.0,False,141650.0,False,58550.0,87200.0,216070.0,,2023
29-1122,Occupational Therapists,144840,1.1,0.4,96790.0,False,96370.0,False,65210.0,79290.0,109480.0,129620.0,2023
29-1123,Physical Therapists,240820,1.3,0.5,100440.0,False,99710.0,False,72260.0,81970.0,113630.0,130870.0,2023
29-1124,Radiation Therapists,16640,4.3,0.4,104420.0,False,98300.0,False,72280.0,82300.0,112040.0,136910.0,2023
29-1125,Recreational Therapists,15540,1.3,0.4,60910.0,False,57120.0,False,37960.0,46420.0,73150.0,92080.0,2023
29-1126,Respiratory Therapists,129750,0.5,0.3,80340.0,False,77960.0,False,59180.0,65530.0,88820.0,104480.0,2023
29-1127,Speech-Language Pathologists,172100,1.1,0.4,92630.0,False,89290.0,False,57910.0,71140.0,107710.0,129930.0,2023
29-1128,Exercise Physiologists,8060,5.6,1.7,57050.0,False,54860.0,False,35460.0,45870.0,64110.0,77680.0,2023
29-1129,"Therapists, All Other",16490,3.5,2.0,75660.0,False,63650.0,False,40790.0,50760.0,89050.0,124530.0,2023
29-1131,Veterinarians,78220,0.9,2.8,136300.0,False,119100.0,False,72360.0,94860.0,155230.0,201440.0,2023
29-1141,Registered Nurses,3175390,0.5,0.2,94480.0,False,86070.0,False,63720.0,75990.0,104670.0,132680.0,2023
29-1151,Nurse Anesthetists,47810,3.8,0.9,214200.0,False,212650.0,False,139980.0,180840.0,,,2023
29-1161,Nurse Midwives,6960,6.5,1.6,131570.0,False,129650.0,False,87320.0,110000.0,146770.0,177530.0,2023
29-1171,Nurse Practitioners,280140,1.3,0.6,128490.0,False,126260.0,False,94530.0,106960.0,140610.0,168030.0,2023
29-1181,Audiologists,13880,4.4,1.7,92620.0,False,87740.0,False,56090.0,74440.0,105480.0,124800.0,2023
29-1211,Anesthesiologists,33470,5.4,2.7,339470.0,False,,True,84940.0,191980.0,,,2023
29-1212,Cardiologists,15190,7.3,2.5,423250.0,False,,True,102530.0,235000.0,,,2023
29-1213,Dermatologists,12040,7.8,5.7,342860.0,False,,True,103000.0,180750.0,,,2023
29-1214,Emergency Medicine Physicians,35100,12.3,2.5,306640.0,False,,True,127350.0,224540.0,,,2023
29-1215,Family Medicine Physicians,112010,2.3,1.6,240790.0,False,224640.0,False,68890.0,152810.0,,,2023
29-1216,General Internal Medicine Physicians,67210,3.5,3.6,245450.0,False,223310.0,False,70120.0,108380.0,,,2023
29-1217,Neurologists,9350,8.6,3.7,271470.0,False,,True,82990.0,130790.0,,,2023
29-1218,Obstetricians and Gynecologists,19820,6.4,1.7,278660.0,False,,True,89850.0,186290.0,,,2023
29-1221,"Pediatricians, General",34870,5.3,2.0,205860.0,False,198690.0,False,85120.0,141050.0,,,2023
29-1222,"Physicians, Pathologists",11020,9.7,3.1,270560.0,False,,True,74220.0,181090.0,,,2023
29-1223,Psychiatrists,24830,3.9,3.9,256930.0,False,,True,73280.0,124070.0,,,2023
29-1224,Radiologists,31960,5.2,4.1,353960.0,False,,True,79760.0,206430.0,,,2023
29-1229,"Physicians, All Other",310080,1.2,1.4,248640.0,False,236000.0,False,66260.0,85110.0,,,2023
29-1241,"Ophthalmologists, Except Pediatric",11530,7.5,3.7,312120.0,False,,True,115520.0,200000.0,,,2023
29-1242,"Orthopedic Surgeons, Except Pediatric",14820,6.1,5.6,378250.0,False,,True,129360.0,212760.0,,,2023
29-1243,Pediatric Surgeons,1180,30.6,7.9,449320.0,False,,True,172810.0,,,,2023
29-1249,"Surgeons, All Other",26370,4.9,2.8,343990.0,False,,True,78000.0,120000.0,,,2023
29-1291,Acupuncturists,9370,10.6,2.6,84260.0,False,78220.0,False,41600.0,52000.0,99740.0,140660.0,2023
29-1292,Dental Hygienists,211630,1.3,0.7,89890.0,False,87530.0,False,65110.0,78010.0,100630.0,118400.0,2023
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",31100,7.8,1.2,123840.0,False,107990.0,False,62400.0,78670.0,154420.0,194670.0,2023
29-2010,Clinical Laboratory Technologists and Technicians,334380,0.6,0.3,62870.0,False,60780.0,False,36770.0,45080.0,78120.0,93900.0,2023
29-2031,Cardiovascular Technologists and Technicians,55660,1.1,0.9,70270.0,False,66170.0,False,36620.0,44160.0,85930.0,105140.0,2023
29-2032,Diagnostic Medical Sonographers,82780,1.0,0.3,89020.0,False,84470.0,False,63680.0,75640.0,100580.0,116300.0,2023
29-2033,Nuclear Medicine Technologists,16560,2.6,0.5,95080.0,False,92500.0,False,69300.0,80050.0,104540.0,123910.0,2023
29-2034,Radiologic Technologists and Technicians,221170,1.0,0.3,75250.0,False,73410.0,False,50020.0,60690.0,84670.0,102380.0,2023
29-2035,Magnetic Resonance Imaging Technologists,41340,2.3,0.8,86600.0,False,83740.0,False,61470.0,75360.0,99340.0,112420.0,2023
29-2036,Medical Dosimetrists,3900,7.0,3.0,131850.0,False,132880.0,False,86480.0,113880.0,153360.0,170330.0,2023
29-2042,Emergency Medical Technicians,167040,0.7,0.3,43100.0,False,38930.0,False,29910.0,34730.0,46760.0,59390.0,2023
29-2043,Paramedics,98770,1.0,0.4,57450.0,False,53180.0,False,38520.0,45990.0,64370.0,79430.0,2023
29-2051,Dietetic Technicians,24240,2.9,0.7,38440.0,False,36520.0,False,27670.0,31420.0,43090.0,50790.0,2023
29-2052,Pharmacy Technicians,460280,0.8,0.2,43330.0,False,40300.0,False,32720.0,36290.0,47680.0,57130.0,2023
29-2053,Psychiatric Technicians,115940,2.0,0.5,43650.0,False,39700.0,False,31150.0,35730.0,47960.0,59990.0,2023
29-2055,Surgical Technologists,110320,0.9,0.3,62250.0,False,60610.0,False,40640.0,49940.0,72520.0,83150.0,2023
29-2056,Veterinary Technologists and Technicians,122000,1.1,0.7,44040.0,False,43740.0,False,30180.0,36340.0,48900.0,59310.0,2023
29-2057,Ophthalmic Medical Technicians,73390,3.2,0.6,44290.0,False,41780.0,False,31200.0,36330.0,49740.0,59930.0,2023
29-2061,Licensed Practical and Licensed Vocational Nurses,630250,1.1,0.3,60790.0,False,59730.0,False,45670.0,50640.0,67140.0,77870.0,2023
29-2072,Medical Records Specialists,185690,1.0,0.4,53690.0,False,48780.0,False,35080.0,39620.0,61960.0,77810.0,2023
29-2081,"Opticians, Dispensing",76770,1.5,0.6,47560.0,False,44170.0,False,31560.0,36380.0,57490.0,69900.0,2023
29-2091,Orthotists and Prosthetists,8820,6.6,2.1,80500.0,False,78100.0,False,42020.0,57120.0,98160.0,117250.0,2023
29-2092,Hearing Aid Specialists,10250,8.0,3.2,61550.0,False,58670.0,False,34480.0,42520.0,74900.0,85870.0,2023
29-2099,"Health Technologists and Technicians, All Other",171110,1.1,0.5,54220.0,False,47470.0,False,35890.0,38710.0,60980.0,79860.0,2023
